UniqueCarrier,FlightNum,Year,Month,DayofMonth,Origin,Dest,Distance
OO,2042,2011,9,5,IAH,IAD,1190
XE,4626,2011,10,20,IAH,CLT,912
WN,1222,2011,7,14,HOU,OAK,1642
WN,3840,2011,4,15,HOU,SAT,192
XE,2569,2011,4,1,IAH,CLT,913
CO,1214,2011,11,15,IAH,IAD,1190
CO,1602,2011,10,14,IAH,MSY,305
XE,2844,2011,7,5,IAH,VPS,528
MQ,2870,2011,1,22,HOU,DFW,247
XE,4470,2011,10,20,IAH,GRR,1042
CO,670,2011,2,23,IAH,SFO,1635
OO,1171,2011,8,14,IAH,BFL,1428
CO,1486,2011,7,1,IAH,PHL,1325
OO,5825,2011,8,18,IAH,MAF,429
CO,510,2011,4,11,IAH,EWR,1400
OO,1184,2011,7,14,IAH,PHX,1009
MQ,3390,2011,2,4,HOU,DFW,247
XE,2954,2011,8,29,IAH,MOB,427
WN,52,2011,11,23,HOU,DAL,239
OO,1170,2011,3,14,IAH,MCI,643
CO,1110,2011,12,5,IAH,ONT,1334
XE,4457,2011,10,26,IAH,JAX,817
WN,703,2011,5,10,HOU,MSY,303
CO,616,2011,3,15,IAH,MSP,1034
WN,2086,2011,10,24,HOU,HRL,277
XE,4419,2011,10,21,IAH,PNS,489
CO,1732,2011,11,12,IAH,BOS,1597
XE,3027,2011,3,11,IAH,HRL,295
XE,2945,2011,1,18,IAH,BHM,562
WN,1493,2011,7,25,HOU,AUS,148
WN,361,2011,8,17,HOU,DEN,883
XE,2047,2011,3,17,IAH,ELP,667
XE,3050,2011,6,18,IAH,JAX,817
XE,3117,2011,3,15,IAH,IND,845
XE,2056,2011,3,3,IAH,MCI,643
WN,955,2011,5,4,HOU,PHX,1020
XE,4519,2011,11,10,IAH,TUL,429
XE,2597,2011,8,21,IAH,SAV,851
XE,2060,2011,7,9,IAH,BTR,253
XE,2921,2011,8,13,IAH,MCI,643
CO,1823,2011,1,13,IAH,MSY,305
XE,4183,2011,10,24,IAH,CRW,975
CO,1677,2011,12,16,IAH,LAS,1222
EV,5018,2011,2,12,HOU,ATL,696
WN,2038,2011,7,3,HOU,AUS,148
CO,1011,2011,7,26,IAH,LAS,1222
WN,352,2011,8,4,HOU,LAX,1390
MQ,3724,2011,10,28,IAH,LAX,1379
CO,446,2011,2,5,IAH,ORD,925
CO,1463,2011,7,18,IAH,SLC,1195
WN,19,2011,3,25,HOU,ECP,570
CO,752,2011,4,11,IAH,SLC,1195
OO,1110,2011,1,22,IAH,COS,809
WN,2299,2011,5,31,HOU,ABQ,759
OO,5204,2011,12,16,IAH,SLC,1195
CO,423,2011,1,9,IAH,MSY,305
XE,2066,2011,3,25,IAH,OKC,395
CO,1522,2011,7,20,IAH,LAX,1379
XE,4368,2011,12,31,IAH,MFE,316
XE,4279,2011,11,18,IAH,IND,844
XE,2278,2011,4,19,IAH,OMA,781
US,990,2011,1,2,IAH,CLT,913
XE,2750,2011,2,24,IAH,HSV,595
XE,2760,2011,1,28,IAH,TUL,429
FL,290,2011,10,19,HOU,ATL,696
WN,2076,2011,8,19,HOU,HRL,276
WN,60,2011,7,8,HOU,DAL,239
FL,294,2011,5,11,HOU,ATL,696
WN,709,2011,1,13,HOU,TUL,453
CO,1259,2011,11,5,IAH,LAS,1222
CO,1211,2011,12,29,IAH,MCO,854
OO,1125,2011,1,23,IAH,ELP,667
CO,776,2011,2,27,IAH,PHL,1324
XE,2501,2011,9,17,IAH,ELP,667
OO,1130,2011,8,4,IAH,OKC,395
WN,3829,2011,3,1,HOU,MAF,441
WN,164,2011,6,8,HOU,OAK,1642
MQ,3390,2011,2,12,HOU,DFW,247
OO,6698,2011,2,22,IAH,DEN,862
CO,1536,2011,4,24,IAH,MCO,853
CO,1246,2011,11,30,IAH,EWR,1400
XE,2559,2011,4,6,IAH,LFT,201
OO,1191,2011,8,4,IAH,SLC,1195
OO,4640,2011,4,14,IAH,SLC,1195
CO,199,2011,5,21,IAH,DEN,862
CO,1802,2011,5,29,IAH,OMA,781
UA,109,2011,3,2,IAH,DEN,862
XE,2598,2011,5,18,IAH,CID,845
CO,479,2011,2,23,IAH,SAT,191
EV,5526,2011,3,4,IAH,DTW,1076
OO,2051,2011,9,12,IAH,MCI,643
WN,171,2011,5,24,HOU,OKC,419
CO,1830,2011,1,20,IAH,PBI,956
CO,467,2011,6,3,IAH,SEA,1874
CO,1451,2011,3,31,IAH,CLT,913
WN,1576,2011,11,17,HOU,AUS,148
XE,2948,2011,8,12,IAH,MKE,984
CO,815,2011,5,15,IAH,LAX,1379
CO,1656,2011,4,28,IAH,TPA,787
XE,2474,2011,7,24,IAH,BNA,657
WN,1147,2011,4,17,HOU,ELP,677
WN,8,2011,5,4,HOU,DAL,239
CO,1000,2011,7,29,IAH,DTW,1075
CO,1488,2011,10,30,IAH,MSY,305
XE,2082,2011,6,21,IAH,ABQ,744
XE,2562,2011,8,28,IAH,MOB,427
WN,2002,2011,7,20,HOU,MSY,302
WN,274,2011,10,17,HOU,MCO,849
CO,1889,2011,3,23,IAH,SMF,1609
CO,586,2011,2,13,IAH,MCO,853
XE,2804,2011,4,30,IAH,MEM,469
XE,2060,2011,8,2,IAH,BTR,253
XE,2548,2011,8,6,IAH,SLC,1195
WN,243,2011,8,29,HOU,CRP,187
CO,320,2011,2,6,IAH,PHX,1009
CO,1757,2011,2,4,IAH,ATL,689
XE,2931,2011,7,30,IAH,MFE,316
XE,4384,2011,10,7,IAH,GJT,979
CO,1403,2011,10,25,IAH,PIT,1117
XE,2782,2011,3,11,IAH,TYS,772
CO,1028,2011,11,29,IAH,SNA,1346
XE,4180,2011,11,24,IAH,MOB,427
CO,1494,2011,11,2,IAH,BOS,1597
WN,848,2011,6,15,HOU,TUL,453
MQ,3762,2011,5,20,IAH,LAX,1379
WN,949,2011,4,15,HOU,MDW,937
CO,1839,2011,8,11,IAH,LGA,1416
UA,322,2011,6,9,IAH,SFO,1635
WN,1094,2011,3,13,HOU,MSY,303
CO,1031,2011,11,10,IAH,DFW,224
XE,4318,2011,12,23,IAH,GSO,987
XE,2453,2011,3,5,IAH,BRO,308
CO,1091,2011,10,17,IAH,ORD,925
FL,293,2011,10,24,HOU,ATL,696
WN,1213,2011,4,14,HOU,BWI,1246
CO,559,2011,5,13,IAH,SNA,1347
CO,776,2011,3,19,IAH,PHL,1324
XE,2396,2011,5,4,IAH,CLT,913
XE,4277,2011,10,28,IAH,BHM,562
WN,2688,2011,1,29,HOU,MCO,848
WN,60,2011,5,27,HOU,DAL,239
XE,4589,2011,9,30,IAH,HOB,501
CO,1006,2011,9,1,IAH,ORD,925
WN,30,2011,6,16,HOU,DAL,239
MQ,3390,2011,9,23,HOU,DFW,247
XE,2281,2011,9,25,IAH,BNA,657
XE,4414,2011,11,23,IAH,MAF,429
OO,4455,2011,4,6,IAH,SLC,1195
WN,2480,2011,2,15,HOU,AUS,148
CO,106,2011,10,29,IAH,EWR,1400
CO,1024,2011,8,17,IAH,SEA,1874
WN,1636,2011,8,22,HOU,DAL,239
XE,4567,2011,12,28,IAH,IND,844
OO,5814,2011,4,4,IAH,CLT,913
XE,4346,2011,12,29,IAH,LBB,458
XE,2794,2011,5,5,IAH,MCI,643
XE,2010,2011,4,7,IAH,SDF,788
WN,2202,2011,5,12,HOU,MCO,848
CO,6,2011,11,17,IAH,SAT,191
XE,2834,2011,5,2,IAH,JAN,351
UA,552,2011,9,14,IAH,IAD,1190
WN,2583,2011,12,24,HOU,DAL,239
CO,1246,2011,12,15,IAH,EWR,1400
CO,1547,2011,9,26,IAH,FLL,965
OO,1117,2011,7,6,IAH,CVG,871
CO,1662,2011,3,1,IAH,RSW,861
CO,1646,2011,4,18,IAH,ORD,925
WN,2076,2011,9,6,HOU,HRL,276
WN,1106,2011,4,13,HOU,BWI,1246
WN,2076,2011,9,18,HOU,HRL,276
XE,2212,2011,1,7,IAH,BTR,253
XE,2598,2011,1,23,IAH,MCI,643
CO,582,2011,6,26,IAH,BOS,1597
US,1702,2011,12,8,IAH,CLT,912
CO,310,2011,3,31,IAH,EWR,1400
OO,5218,2011,11,27,IAH,MCI,643
CO,1460,2011,8,30,IAH,ORD,925
XE,4382,2011,12,7,IAH,CLT,912
XE,4155,2011,12,17,IAH,DFW,224
XE,2597,2011,6,25,IAH,SAV,851
CO,1498,2011,10,18,IAH,LGA,1416
WN,35,2011,8,30,HOU,ECP,571
XE,4094,2011,12,6,IAH,ABQ,744
XE,2944,2011,8,13,IAH,MEM,468
OO,1178,2011,7,5,IAH,PIT,1117
CO,558,2011,5,10,IAH,DCA,1208
XE,3154,2011,8,10,IAH,STL,667
CO,1688,2011,1,14,IAH,DTW,1076
XE,4668,2011,9,16,IAH,LRD,301
XE,2515,2011,5,15,IAH,HRL,295
CO,1268,2011,10,26,IAH,BOS,1597
CO,282,2011,5,17,IAH,BOS,1597
XE,4638,2011,11,25,IAH,LIT,374
WN,19,2011,1,31,HOU,MCO,848
XE,2399,2011,8,13,IAH,GJT,979
XE,2425,2011,5,20,IAH,BRO,308
WN,27,2011,12,29,HOU,CRP,187
AA,1740,2011,11,29,IAH,DFW,224
XE,2656,2011,2,23,IAH,ELP,667
CO,1550,2011,12,9,IAH,AUS,140
CO,1750,2011,6,29,IAH,SFO,1635
XE,2407,2011,1,10,IAH,LFT,201
WN,35,2011,9,9,HOU,ECP,571
CO,6,2011,1,17,IAH,SAT,191
OO,1151,2011,5,17,IAH,ELP,667
XE,2261,2011,8,9,IAH,AEX,190
OO,1144,2011,1,28,IAH,TUS,936
XE,2826,2011,7,2,IAH,DAL,216
CO,1471,2011,12,10,IAH,PIT,1117
XE,2223,2011,1,23,IAH,CRP,201
CO,1087,2011,9,30,IAH,BOS,1597
CO,1723,2011,1,16,IAH,ONT,1334
WN,566,2011,5,21,HOU,DAL,239
CO,599,2011,5,16,IAH,DEN,862
CO,1516,2011,9,9,IAH,DEN,862
US,1015,2011,1,30,IAH,CLT,913
XE,3008,2011,2,15,IAH,IAD,1190
CO,1836,2011,2,2,IAH,PHL,1324
CO,586,2011,2,3,IAH,MCO,853
XE,2288,2011,7,15,IAH,DAY,929
CO,1609,2011,11,29,IAH,SMF,1609
CO,1269,2011,12,20,IAH,ORD,925
WN,323,2011,6,30,HOU,JAN,359
CO,199,2011,4,30,IAH,DEN,862
XE,4532,2011,11,13,IAH,OMA,781
XE,2988,2011,6,1,IAH,TUS,936
CO,297,2011,1,27,IAH,LAS,1222
MQ,3210,2011,4,10,HOU,DFW,247
XE,4371,2011,10,3,IAH,GSO,987
XE,4598,2011,12,25,IAH,DTW,1075
MQ,3216,2011,7,9,HOU,DFW,247
CO,1709,2011,10,9,IAH,SAT,191
WN,1164,2011,4,5,HOU,CHS,928
OO,1190,2011,4,8,IAH,OMA,781
XE,4331,2011,10,4,IAH,HSV,595
XE,3018,2011,8,14,IAH,BTR,253
XE,2164,2011,9,19,IAH,IND,844
AA,2002,2011,4,7,IAH,DFW,224
XE,2980,2011,6,8,IAH,TYS,772
XE,2132,2011,2,24,IAH,LIT,374
AA,1294,2011,6,10,IAH,MIA,964
XE,2769,2011,8,14,IAH,ELP,667
WN,12,2011,1,19,HOU,DAL,239
CO,1836,2011,6,9,IAH,PHL,1324
CO,106,2011,8,1,IAH,EWR,1400
OO,1144,2011,2,3,IAH,TUS,936
CO,1508,2011,3,11,IAH,RNO,1530
XE,2142,2011,9,21,IAH,HOB,501
WN,49,2011,5,9,HOU,ECP,570
WN,224,2011,7,23,HOU,HRL,276
OO,1123,2011,5,21,IAH,COS,809
XE,2451,2011,4,26,IAH,SHV,192
XE,4694,2011,11,13,IAH,CAE,878
CO,1178,2011,11,17,IAH,DCA,1208
CO,1417,2011,9,7,IAH,RDU,1042
XE,2268,2011,2,7,IAH,PBI,956
CO,1673,2011,7,12,IAH,DEN,862
WN,349,2011,5,3,HOU,BWI,1246
OO,1193,2011,5,7,IAH,TUS,936
CO,644,2011,5,16,IAH,CLE,1091
CO,1544,2011,8,3,IAH,CLE,1091
CO,1557,2011,7,19,IAH,SAT,191
XE,2841,2011,4,9,IAH,DAY,929
FL,288,2011,9,11,HOU,ATL,696
XE,4615,2011,9,8,IAH,MEM,468
XE,2728,2011,2,26,IAH,TYS,772
CO,206,2011,2,22,IAH,TPA,787
WN,1229,2011,2,19,HOU,DAL,239
AA,1925,2011,6,1,IAH,DFW,224
XE,3045,2011,8,18,IAH,OMA,781
XE,4649,2011,11,11,IAH,AVL,834
MQ,3724,2011,5,17,IAH,LAX,1379
XE,3033,2011,6,12,IAH,AMA,519
FL,298,2011,4,20,HOU,ATL,696
XE,4302,2011,10,12,IAH,GSO,987
XE,2294,2011,8,2,IAH,BTR,253
CO,1241,2011,9,26,IAH,LAS,1222
CO,1246,2011,11,27,IAH,EWR,1400
XE,2895,2011,3,27,IAH,CRP,201
XE,2435,2011,7,18,IAH,JAX,817
WN,949,2011,3,22,HOU,MDW,937
WN,927,2011,9,4,HOU,CRP,187
XE,2132,2011,9,27,IAH,ATL,689
OO,5221,2011,10,3,IAH,PHX,1009
XE,4319,2011,10,17,IAH,SAV,851
CO,567,2011,1,3,IAH,SEA,1874
OO,1180,2011,7,5,IAH,OKC,395
OO,5166,2011,10,25,IAH,BFL,1428
WN,36,2011,3,4,HOU,DAL,239
XE,2069,2011,6,22,IAH,LRD,301
WN,484,2011,12,20,HOU,AUS,148
CO,1485,2011,8,8,IAH,SEA,1874
XE,4106,2011,12,26,IAH,ATL,689
XE,2980,2011,7,19,IAH,TYS,771
XE,3050,2011,3,19,IAH,JAX,817
XE,2594,2011,3,22,IAH,OKC,395
CO,60,2011,7,24,IAH,EWR,1400
XE,2800,2011,4,19,IAH,XNA,438
FL,298,2011,7,14,HOU,ATL,696
XE,4414,2011,12,11,IAH,MAF,429
XE,3005,2011,4,29,IAH,CRP,201
OO,1192,2011,4,9,IAH,RSW,861
XE,2750,2011,3,14,IAH,HSV,595
CO,1551,2011,8,30,IAH,CLE,1091
CO,795,2011,3,27,IAH,LAX,1379
WN,17,2011,1,22,HOU,PHL,1335
XE,2598,2011,4,24,IAH,MCI,643
XE,2269,2011,8,27,IAH,MEM,468
CO,1767,2011,3,1,IAH,SEA,1874
WN,55,2011,6,7,HOU,CRP,187
UA,439,2011,8,15,IAH,ORD,925
XE,2470,2011,5,20,IAH,MSP,1034
XE,2826,2011,7,28,IAH,DAL,216
CO,1715,2011,1,18,IAH,ABQ,744
CO,788,2011,2,7,IAH,DTW,1076
WN,5,2011,2,28,HOU,MSY,303
XE,2852,2011,7,10,IAH,PBI,956
WN,2189,2011,10,2,HOU,SAT,192
OO,1197,2011,4,2,IAH,CLT,913
XE,2399,2011,1,3,IAH,BTR,253
XE,2475,2011,9,12,IAH,SDF,788
XE,4480,2011,12,1,IAH,BHM,562
CO,1676,2011,5,19,IAH,PHL,1324
CO,220,2011,4,15,IAH,PHX,1009
WN,2099,2011,7,23,HOU,OKC,419
WN,3495,2011,11,3,HOU,SAT,192
CO,1679,2011,5,5,IAH,SAT,191
OO,5235,2011,12,21,IAH,COS,809
CO,511,2011,3,25,IAH,MFE,316
XE,2121,2011,9,26,IAH,MCI,643
MQ,3796,2011,10,27,IAH,ORD,925
WN,258,2011,12,12,HOU,MSY,302
XE,2784,2011,4,3,IAH,LIT,374
OO,5202,2011,12,28,IAH,RDU,1042
CO,1779,2011,1,10,IAH,SAT,191
OO,5810,2011,5,26,IAH,MCI,643
XE,4419,2011,10,29,IAH,PNS,489
OO,4497,2011,11,26,IAH,SLC,1195
XE,2105,2011,2,18,IAH,GRR,1042
DL,1248,2011,5,17,IAH,ATL,689
XE,4342,2011,10,27,IAH,LRD,301
WN,630,2011,5,12,HOU,MAF,441
XE,2873,2011,6,13,IAH,AMA,519
CO,763,2011,1,2,IAH,MSY,305
XE,3008,2011,8,1,IAH,IAD,1190
CO,1231,2011,12,28,IAH,PHX,1009
CO,881,2011,8,2,IAH,IAD,1190
XE,3044,2011,8,7,IAH,CMH,986
AS,731,2011,12,25,IAH,SEA,1874
FL,288,2011,5,15,HOU,ATL,696
CO,1839,2011,8,8,IAH,LGA,1416
XE,2117,2011,9,14,IAH,DAL,216
CO,1570,2011,7,22,IAH,MFE,316
XE,3032,2011,6,16,IAH,CLT,913
UA,458,2011,11,8,IAH,SFO,1635
XE,2042,2011,2,26,IAH,BHM,562
XE,2908,2011,2,26,IAH,AMA,519
CO,1546,2011,12,22,IAH,EWR,1400
XE,2497,2011,8,3,IAH,ICT,542
CO,1595,2011,11,18,IAH,MSY,305
CO,1522,2011,7,8,IAH,PBI,956
WN,2192,2011,8,14,HOU,ABQ,759
WN,44,2011,10,10,HOU,DAL,239
XE,2122,2011,4,8,IAH,MSP,1034
WN,1639,2011,4,21,HOU,MSY,303
WN,2025,2011,4,14,HOU,AUS,148
XE,2399,2011,5,12,IAH,GJT,978
XE,2605,2011,8,9,IAH,DAL,216
XE,2940,2011,8,1,IAH,MFE,316
WN,239,2011,12,30,HOU,JAN,359
WN,1,2011,1,17,HOU,HRL,276
WN,316,2011,7,24,HOU,MSY,302
XE,2304,2011,2,9,IAH,GPT,376
CO,1181,2011,11,23,IAH,SFO,1635
XE,4616,2011,12,26,IAH,MKE,984
CO,158,2011,5,24,IAH,DCA,1208
CO,1129,2011,12,23,IAH,SLC,1195
XE,4403,2011,11,11,IAH,LCH,127
CO,1723,2011,11,24,IAH,ONT,1334
WN,51,2011,6,12,HOU,MCO,848
XE,2035,2011,6,3,IAH,PIT,1117
XE,3033,2011,7,26,IAH,AMA,517
XE,2499,2011,3,24,IAH,ABQ,744
WN,274,2011,1,18,HOU,SAT,192
XE,2317,2011,1,23,IAH,GSO,986
WN,1095,2011,4,12,HOU,CRP,187
WN,2989,2011,12,23,HOU,AUS,148
CO,344,2011,3,31,IAH,ORD,925
CO,744,2011,4,29,IAH,CLE,1091
CO,1628,2011,11,2,IAH,SAN,1303
WN,44,2011,12,7,HOU,DAL,239
XE,4551,2011,12,6,IAH,SHV,192
AA,742,2011,11,1,IAH,DFW,224
XE,3004,2011,3,27,IAH,MKE,984
XE,4436,2011,10,13,IAH,ELP,667
CO,697,2011,2,14,IAH,LAS,1222
MQ,2958,2011,12,23,HOU,DFW,247
CO,1698,2011,11,30,IAH,MFE,316
CO,1662,2011,5,27,IAH,RSW,861
CO,241,2011,5,4,IAH,AUS,140
OO,5834,2011,5,13,IAH,ATL,689
CO,1850,2011,1,1,IAH,RDU,1043
WN,262,2011,8,31,HOU,PHX,1020
CO,632,2011,1,24,IAH,LGA,1416
CO,511,2011,2,10,IAH,MFE,316
XE,4459,2011,10,6,IAH,BNA,657
WN,3428,2011,2,28,HOU,SAT,192
XE,3060,2011,7,20,IAH,OKC,395
WN,3940,2011,8,23,HOU,MSY,302
XE,4348,2011,10,9,IAH,OMA,781
DL,1590,2011,11,12,IAH,ATL,689
XE,2782,2011,6,10,IAH,TYS,772
XE,3083,2011,3,24,IAH,MKE,984
CO,89,2011,2,5,IAH,EWR,1400
CO,1673,2011,7,21,IAH,DEN,862
XE,2204,2011,1,20,IAH,OKC,395
F9,229,2011,7,29,HOU,DEN,883
OO,6698,2011,5,24,IAH,DEN,862
WN,1039,2011,6,21,HOU,SAT,192
CO,1721,2011,9,2,IAH,SLC,1195
OO,1187,2011,4,8,IAH,CLT,913
XE,2340,2011,2,24,IAH,SDF,788
CO,1087,2011,7,6,IAH,PIT,1117
XE,4132,2011,12,21,IAH,BRO,308
XE,2799,2011,2,22,IAH,ICT,542
XE,3137,2011,2,14,IAH,LEX,828
WN,532,2011,12,24,HOU,STL,687
CO,1504,2011,12,31,IAH,PHL,1325
CO,510,2011,6,19,IAH,EWR,1400
CO,1231,2011,12,18,IAH,PHX,1009
CO,1541,2011,3,18,IAH,AUS,140
OO,5172,2011,11,16,IAH,BFL,1428
WN,2904,2011,7,28,HOU,STL,687
CO,1070,2011,2,5,IAH,SFO,1635
XE,2778,2011,1,6,IAH,LIT,374
OO,4492,2011,7,19,IAH,MSP,1034
MQ,3717,2011,3,9,IAH,ORD,925
XE,2525,2011,8,9,IAH,GPT,376
DL,2095,2011,3,13,IAH,ATL,689
XE,4450,2011,10,24,IAH,MAF,429
CO,1448,2011,3,31,IAH,FLL,965
XE,2320,2011,6,13,IAH,DTW,1076
WN,51,2011,4,1,HOU,ECP,570
CO,1630,2011,1,3,IAH,PBI,956
FL,298,2011,9,10,HOU,ATL,696
WN,4,2011,12,15,HOU,DAL,239
CO,1750,2011,5,11,IAH,SFO,1635
XE,4649,2011,11,8,IAH,AVL,834
WN,1490,2011,9,15,HOU,MCO,849
CO,520,2011,6,14,IAH,PHX,1009
WN,1240,2011,6,21,HOU,OKC,419
CO,258,2011,1,11,IAH,DCA,1208
XE,3002,2011,6,14,IAH,BNA,657
CO,644,2011,3,16,IAH,CLE,1091
WN,38,2011,12,27,HOU,DAL,239
CO,500,2011,6,11,IAH,IND,845
DL,1590,2011,6,22,IAH,ATL,689
CO,1541,2011,5,14,IAH,AUS,140
CO,1767,2011,4,19,IAH,SEA,1874
XE,2062,2011,1,30,IAH,LRD,301
XE,2425,2011,6,29,IAH,BRO,308
XE,2718,2011,4,30,IAH,DTW,1076
CO,1658,2011,10,3,IAH,LGA,1416
XE,2948,2011,2,3,IAH,MKE,984
WN,3228,2011,1,1,HOU,MDW,937
WN,51,2011,9,2,HOU,MCO,849
CO,1580,2011,11,30,IAH,MFE,316
XE,2584,2011,8,24,IAH,CVG,871
MQ,3210,2011,9,25,HOU,DFW,247
CO,150,2011,2,4,IAH,ONT,1334
OO,5422,2011,10,11,IAH,ORD,925
WN,1636,2011,1,13,HOU,DAL,239
WN,2907,2011,3,4,HOU,MCO,848
CO,1249,2011,9,26,IAH,SJC,1608
CO,1607,2011,8,15,IAH,TPA,787
XE,4094,2011,10,17,IAH,HRL,295
DL,1884,2011,12,5,IAH,ATL,689
XE,3006,2011,3,15,IAH,CVG,871
XE,2800,2011,3,22,IAH,XNA,438
WN,1636,2011,5,12,HOU,DAL,239
XE,2041,2011,8,8,IAH,MKE,984
WN,19,2011,1,12,HOU,MCO,848
WN,3274,2011,7,17,HOU,ABQ,759
WN,19,2011,4,25,HOU,ECP,570
OO,5210,2011,12,2,IAH,ORF,1201
OO,5158,2011,12,21,IAH,ABQ,744
CO,1281,2011,12,2,IAH,PHL,1325
WN,2134,2011,11,2,HOU,TUL,453
CO,1270,2011,12,18,IAH,MIA,964
US,996,2011,7,10,IAH,CLT,912
WN,267,2011,7,20,HOU,MAF,441
OO,1102,2011,6,7,IAH,ABQ,744
XE,2174,2011,7,13,IAH,PNS,489
XE,3084,2011,8,19,IAH,CRP,201
CO,1639,2011,10,4,IAH,SAT,191
WN,337,2011,1,23,HOU,DAL,239
OO,6997,2011,4,20,IAH,ORD,925
CO,1425,2011,10,12,IAH,MSY,305
CO,1250,2011,10,11,IAH,SNA,1346
AA,460,2011,1,5,IAH,DFW,224
XE,2996,2011,2,26,IAH,LIT,374
CO,1596,2011,11,7,IAH,SFO,1635
XE,2606,2011,4,12,IAH,MEM,469
WN,1,2011,10,19,HOU,JAN,359
CO,158,2011,2,1,IAH,DCA,1208
CO,128,2011,11,17,IAH,MSY,305
XE,2769,2011,6,6,IAH,ELP,667
WN,1558,2011,6,3,HOU,MSY,303
WN,527,2011,7,5,HOU,MSY,302
WN,3891,2011,12,25,HOU,ELP,677
CO,1495,2011,3,29,IAH,LAX,1379
CO,1276,2011,11,13,IAH,CLE,1091
CO,1184,2011,10,2,IAH,PDX,1825
UA,486,2011,5,27,IAH,SFO,1635
WN,563,2011,1,28,HOU,CRP,187
XE,2606,2011,6,5,IAH,MEM,469
XE,2824,2011,7,4,IAH,BHM,562
CO,1097,2011,1,8,IAH,LAS,1222
WN,3403,2011,1,25,HOU,TUL,453
UA,756,2011,6,27,IAH,IAD,1190
XE,4165,2011,10,2,IAH,CAE,878
XE,2322,2011,8,21,IAH,BNA,657
CO,1574,2011,12,7,IAH,LGA,1416
OO,5161,2011,10,13,IAH,ABQ,744
MQ,3859,2011,3,5,IAH,ORD,925
WN,3940,2011,9,25,HOU,MSY,302
XE,4318,2011,12,15,IAH,GSO,987
XE,4473,2011,11,9,IAH,CLT,912
CO,559,2011,5,6,IAH,SNA,1347
CO,1714,2011,1,14,IAH,SMF,1609
B6,622,2011,9,29,HOU,JFK,1428
OO,5823,2011,7,30,IAH,COS,809
CO,1270,2011,12,27,IAH,MIA,964
CO,544,2011,5,24,IAH,CLE,1091
EV,5386,2011,12,31,IAH,DTW,1075
CO,1689,2011,7,13,IAH,SAN,1303
CO,1602,2011,10,11,IAH,MSY,305
XE,4557,2011,11,9,IAH,CRP,201
XE,4456,2011,11,3,IAH,TYS,771
CO,1767,2011,6,2,IAH,SEA,1874
WN,33,2011,6,24,HOU,ECP,570
CO,1006,2011,8,30,IAH,ORD,925
CO,1746,2011,5,28,IAH,ORD,925
WN,419,2011,11,1,HOU,PHX,1020
XE,2884,2011,2,2,IAH,DAL,217
XE,2222,2011,9,12,IAH,AVL,834
XE,4320,2011,12,17,IAH,GSP,837
XE,3036,2011,3,15,IAH,CHS,925
XE,3032,2011,8,7,IAH,CLT,912
WN,5,2011,1,21,HOU,BHM,570
CO,1248,2011,9,14,IAH,SJC,1608
XE,4331,2011,10,20,IAH,HSV,595
CO,1185,2011,12,7,IAH,LAS,1222
XE,2308,2011,8,4,IAH,BRO,308
CO,1424,2011,8,10,IAH,DCA,1208
CO,1889,2011,2,11,IAH,SMF,1609
WN,30,2011,7,22,HOU,DAL,239
XE,2576,2011,5,23,IAH,BHM,562
CO,1249,2011,12,16,IAH,SJC,1608
WN,6,2011,3,1,HOU,DAL,239
XE,2131,2011,8,7,IAH,CRP,201
WN,51,2011,6,29,HOU,MCO,848
CO,1568,2011,1,23,IAH,MCI,643
CO,1116,2011,10,5,IAH,DCA,1208
CO,1589,2011,7,17,IAH,SAN,1303
WN,319,2011,7,2,HOU,DAL,239
XE,2171,2011,3,21,IAH,ORF,1201
WN,49,2011,3,11,HOU,MCO,848
XE,2933,2011,7,23,IAH,CVG,871
OO,2034,2011,8,17,IAH,ABQ,744
WN,42,2011,12,8,HOU,DAL,239
XE,2591,2011,2,22,IAH,DAL,217
WN,2029,2011,10,24,HOU,BHM,570
CO,744,2011,1,10,IAH,CLE,1091
XE,3152,2011,6,24,IAH,AMA,519
WN,1286,2011,3,27,HOU,MSY,303
XE,3110,2011,3,16,IAH,LCH,127
XE,2469,2011,9,14,IAH,CRP,201
WN,267,2011,7,17,HOU,MAF,441
XE,4482,2011,12,9,IAH,ICT,542
CO,1679,2011,6,1,IAH,SAT,191
OO,5176,2011,12,6,IAH,CMH,986
DL,54,2011,6,7,IAH,ATL,689
CO,1004,2011,12,9,IAH,LGA,1416
OO,5218,2011,12,12,IAH,MCI,643
CO,1588,2011,11,21,IAH,RSW,861
CO,520,2011,5,4,IAH,PHX,1009
XE,2130,2011,9,17,IAH,MSP,1034
CO,1036,2011,12,19,IAH,DEN,862
XE,2010,2011,7,25,IAH,SDF,788
XE,2800,2011,4,12,IAH,XNA,438
WN,607,2011,3,25,HOU,DEN,883
CO,1685,2011,12,1,IAH,DCA,1208
CO,499,2011,1,8,IAH,DEN,862
CO,426,2011,3,30,IAH,BWI,1235
WN,1144,2011,10,23,HOU,BNA,670
XE,2503,2011,6,23,IAH,TUL,429
CO,682,2011,3,13,IAH,BOS,1597
OO,1176,2011,7,13,IAH,RDU,1042
XE,2515,2011,4,4,IAH,HRL,295
MQ,2958,2011,3,16,HOU,DFW,247
MQ,3796,2011,6,27,IAH,ORD,925
CO,1010,2011,1,15,IAH,EWR,1400
CO,226,2011,5,16,IAH,BWI,1235
CO,1603,2011,5,19,IAH,AUS,140
